server_site,server_city,server_latitude,server_longitude
lis01,Lisbon,38.7756,-9.1354
lju01,Ljubljana,46.2236,14.4575
lhr10,London,51.4775,-0.461389
lhr07,London,51.4775,-0.461389
lhr04,London,51.4775,-0.461389
lhr09,London,51.4697,-0.4514
lhr10,London,51.4697,-0.4514
lhr04,London,51.4697,-0.4514
lhr02,London,51.4697,-0.4514
lhr03,London,51.4697,-0.4514
lhr08,London,51.4697,-0.4514
lhr05,London,51.4697,-0.4514
lhr07,London,51.4697,-0.4514
lax04,Los Angeles,33.9425,-118.408
lax10,Los Angeles,33.9425,-118.408
lax06,Los Angeles,33.9425,-118.408
lax06,Los Angeles,33.9425,-118.4072
lax04,Los Angeles,33.9425,-118.4072
lax02,Los Angeles,33.9425,-118.4072
lax03,Los Angeles,33.9425,-118.4072
lax05,Los Angeles,33.9425,-118.4072
lax10,Los Angeles,33.9425,-118.4072
lax07,Los Angeles,33.9425,-118.4072
mad08,Madrid,40.4667,-3.5667
mad02,Madrid,40.4667,-3.5667
mad06,Madrid,40.4667,-3.5667
mad03,Madrid,40.4667,-3.5667
mad04,Madrid,40.4667,-3.5667
mad07,Madrid,40.4667,-3.5667
mad06,Madrid,40.4719,-3.56264
mad08,Madrid,40.4719,-3.56264
mad04,Madrid,40.4719,-3.56264
mnl01,Manila,14.5086,121.0194
mnl02,Manila,14.5086,121.0194
mpm02,Maputo,-25.9208,32.5725
mpm02,Maputo,-25.9208,32.5726
mrs03,Marseille,43.4366,5.215
mrs01,Marseille,43.4366,5.215
mrs02,Marseille,43.4366,5.215
mrs04,Marseille,43.4366,5.215
mrs01,Marseille,43.4393,5.22142
mrs04,Marseille,43.4393,5.22142
mrs02,Marseille,43.4393,5.22142
mel02,Melbourne,-37.6733,144.843
mel02,Melbourne,-37.6733,144.8433
mel01,Melbourne,-37.6733,144.8433
mex01,Mexico City,19.4363,-99.0721
mex03,Mexico City,19.4361,-99.0719
mex01,Mexico City,19.4361,-99.0719
mex02,Mexico City,19.4361,-99.0719
mex04,Mexico City,19.4361,-99.0719
mia05,Miami,25.7932,-80.2906
mia04,Miami,25.7932,-80.2906
mia02,Miami,25.7932,-80.2906
mia05,Miami,25.7833,-80.2667
mia04,Miami,25.7833,-80.2667
mia03,Miami,25.7833,-80.2667
mia06,Miami,25.7833,-80.2667
mia02,Miami,25.7833,-80.2667
mil08,Milan,45.464,9.1916
mil03,Milan,45.464,9.1916
mil07,Milan,45.464,9.1916
mil06,Milan,45.464,9.1916
mil02,Milan,45.464,9.1916
mil05,Milan,45.464,9.1916
mil09,Milan,45.464,9.1916
mil04,Milan,45.464,9.1916
mil07,Milan,45.4494,9.2783
mil09,Milan,45.4494,9.2783
mil05,Milan,45.4494,9.2783
mil06,Milan,45.4494,9.2783
yqm02,Moncton,46.1122,-64.6786
mty01,Monterrey,25.7785,-100.107
mty01,Monterrey,25.7783,-100.1063
yul03,Montreal,45.4576,-73.7497
yul04,Montreal,45.4576,-73.7497
yul08,Montreal,45.4576,-73.7497
yul06,Montreal,45.4576,-73.7497
yul07,Montreal,45.4576,-73.7497
yul05,Montreal,45.4576,-73.7497
yul08,Montreal,45.4657,-73.7455
yul03,Montreal,45.4657,-73.7455
yul06,Montreal,45.4657,-73.7455
bom02,Mumbai,19.0887,72.8679
bom04,Mumbai,19.0887,72.8679
bom06,Mumbai,19.0887,72.8679
bom01,Mumbai,19.0886,72.8681
bom06,Mumbai,19.0886,72.8681
bom02,Mumbai,19.0886,72.8681
bom05,Mumbai,19.0886,72.8681
bom03,Mumbai,19.0886,72.8681
bom04,Mumbai,19.0886,72.8681
bom02,Mumbai,20.600792,78.96156
bom01,Mumbai,20.600792,78.96156
bom03,Mumbai,20.600792,78.96156
nbo01,Nairobi,-1.3192,36.9258
nbo01,Nairobi,-1.31924,36.9278
del02,New Delhi,28.5562,77.1
del01,New Delhi,28.5562,77.1
del03,New Delhi,28.5562,77.1
del04,New Delhi,28.5562,77.1
del05,New Delhi,28.5562,77.1
del05,New Delhi,28.5665,77.1031
del02,New Delhi,28.5665,77.1031
del04,New Delhi,28.5665,77.1031
del03,New Delhi,20.600792,78.96156
del01,New Delhi,20.600792,78.96156
lga05,New York,40.775,-73.875
lga04,New York,40.775,-73.875
lga06,New York,40.775,-73.875
lga08,New York,40.775,-73.875
lga09,New York,40.7667,-73.8667
lga08,New York,40.7667,-73.8667
lga04,New York,40.7667,-73.8667
lga05,New York,40.7667,-73.8667
lga06,New York,40.7667,-73.8667
oma02,Omaha,41.3,-95.895
oma01,Omaha,41.3,-95.895
oma02,Omaha,41.3032,-95.8941
kix02,Osaka,34.4305,135.23
kix02,Osaka,34.4342,135.2328
kix01,Osaka,34.4342,135.2328
par08,Paris,48.8584,2.349
par05,Paris,48.8584,2.349
par03,Paris,48.8584,2.349
par04,Paris,48.8584,2.349
par06,Paris,48.8584,2.349
par09,Paris,48.8584,2.349
par07,Paris,48.8584,2.349
par02,Paris,48.8584,2.349
par08,Paris,49.0097,2.54778
par05,Paris,49.0097,2.54778
par09,Paris,49.0097,2.54778
per01,Perth,-31.9403,115.9669
per02,Perth,-31.9403,115.9669
per02,Perth,-31.9403,115.967
per01,Perth,-31.9403,115.967
tgd01,Podgorica,42.1078,18.7616
tgd01,Podgorica,42.3594,19.2519
pdx03,Portland,45.5886,-122.5975
pdx01,Portland,45.5886,-122.5975
prg05,Prague,50.1008,14.26
prg03,Prague,50.1008,14.26
prg04,Prague,50.1008,14.26
prg06,Prague,50.0833,14.4167
prg04,Prague,50.0833,14.4167
prg05,Prague,50.0833,14.4167
prg02,Prague,50.0833,14.4167
prg03,Prague,50.0833,14.4167
gig02,Rio de Janeiro,-22.8052,-43.2588
gig03,Rio de Janeiro,-22.8052,-43.2588
gig01,Rio de Janeiro,-22.8052,-43.2588
gig04,Rio de Janeiro,-22.8052,-43.2588
slc02,Salt Lake City,40.7884,-111.978
slc01,Salt Lake City,40.7883,-111.9778
nuq08,San Francisco Bay Area,37.3833,-122.0667
nuq06,San Francisco Bay Area,37.3833,-122.0667
nuq03,San Francisco Bay Area,37.3833,-122.0667
nuq07,San Francisco Bay Area,37.3833,-122.0667
nuq04,San Francisco Bay Area,37.3833,-122.0667
nuq02,San Francisco Bay Area,37.3833,-122.0667
nuq04,San Francisco Bay Area,37.4161,-122.049
nuq03,San Francisco Bay Area,37.4161,-122.049
nuq06,San Francisco Bay Area,37.4161,-122.049
nuq08,San Francisco Bay Area,37.4161,-122.049
scl03,Santiago,-33.3928,-70.7856
gru01,Sao Paulo,-23.4305,-46.473
gru05,Sao Paulo,-23.4305,-46.473
gru04,Sao Paulo,-23.4305,-46.473
gru06,Sao Paulo,-23.4305,-46.473
gru02,Sao Paulo,-23.4305,-46.473
gru03,Sao Paulo,-23.4305,-46.473
gru03,Sao Paulo,-23.4322,-46.4692
gru02,Sao Paulo,-23.4322,-46.4692
sea02,Seattle,47.4489,-122.3094
sea04,Seattle,47.4489,-122.3094
sea07,Seattle,47.4489,-122.3094
sea03,Seattle,47.4489,-122.3094
sea08,Seattle,47.4489,-122.3094
sea04,Seattle,47.449,-122.309
sea03,Seattle,47.449,-122.309
sea08,Seattle,47.449,-122.309
icn02,Seoul,37.4633,126.44
icn01,Seoul,37.4633,126.44
sin03,Singapore,1.355,103.988
sin01,Singapore,1.355,103.988
sin02,Singapore,1.355,103.988
sin03,Singapore,1.35019,103.994
sin01,Singapore,1.35019,103.994
sof02,Sofia,42.695,23.4083
sof01,Sofia,42.695,23.4083
sof02,Sofia,42.6967,23.4114
sof01,Sofia,42.6967,23.4114
geg01,Spokane,47.6199,-117.534
svg01,Stavanger,58.8767,5.63778
svg01,Stavanger,58.8767,5.6378
arn02,Stockholm,59.6519,17.9186
arn03,Stockholm,59.6519,17.9186
arn05,Stockholm,59.6519,17.9186
arn04,Stockholm,59.6519,17.9186
arn06,Stockholm,59.6519,17.9186
syd05,Sydney,-33.9461,151.177
syd03,Sydney,-33.9461,151.177
syd08,Sydney,-33.9461,151.177
syd07,Sydney,-33.9461,151.177
syd04,Sydney,-33.9461,151.177
syd06,Sydney,-33.9461,151.177
tpe01,Taipei,25.0778,121.224
tpe03,Taipei,25.0778,121.224
tpe02,Taipei,25.0778,121.224
tpe01,Taipei,25.0777,121.233
tpe03,Taipei,25.0777,121.233
tlv02,Tel Aviv,32.0094,34.8828
tlv01,Tel Aviv,32.0094,34.8828
tlv02,Tel Aviv,32.0114,34.8867
hnd05,Tokyo,35.5522,139.78
hnd02,Tokyo,35.5522,139.78
hnd03,Tokyo,35.5522,139.78
hnd07,Tokyo,35.5522,139.78
hnd04,Tokyo,35.5522,139.78
hnd06,Tokyo,35.5522,139.78
hnd02,Tokyo,35.5533,139.781
hnd07,Tokyo,35.5533,139.781
yyz03,Toronto,43.6767,-79.6306
yyz06,Toronto,43.6767,-79.6306
yyz04,Toronto,43.6767,-79.6306
yyz08,Toronto,43.6767,-79.6306
yyz07,Toronto,43.6767,-79.6306
yyz05,Toronto,43.6767,-79.6306
yyz06,Toronto,43.6797,-79.6227
yyz03,Toronto,43.6797,-79.6227
yyz04,Toronto,43.6797,-79.6227
tun01,Tunis,36.8511,10.2272
tun01,Tunis,36.8516,10.2291
trn02,Turin,45.2008,7.64963
trn02,Turin,45.2008,7.6497
trn04,Turin,45.2008,7.6497
yvr03,Vancouver,49.1939,-123.184
yvr04,Vancouver,49.1939,-123.184
yvr03,Vancouver,49.1902,-123.1837
yvr04,Vancouver,49.1902,-123.1837
yvr02,Vancouver,49.1902,-123.1837
waw02,Warsaw,52.1657,20.9671
waw01,Warsaw,52.1658,20.9672
waw02,Warsaw,52.1658,20.9672
iad03,Washington,38.9444,-77.4558
iad09,Washington,38.9445,-77.4558
iad03,Washington,38.9445,-77.4558
iad04,Washington,38.9444,-77.4558
iad09,Washington,38.9444,-77.4558
iad02,Washington,38.9444,-77.4558
iad05,Washington,38.9444,-77.4558
iad06,Washington,38.9444,-77.4558
iad04,Washington,38.9445,-77.4558
iad02,Washington,38.9445,-77.4558
iad07,Washington,38.9444,-77.4558
wlg02,Wellington,-41.3272,174.805
ywg02,Winnipeg,49.91,-97.2399
ywg02,Winnipeg,49.906,-97.2373
zrh02,Zurich,47.4647,8.54917
zrh01,Zurich,47.4647,8.5492
zrh02,Zurich,47.4647,8.5492
